jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:26 +0000 2012,none,0,464.0,68.6,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:31 +0000 2012,none,0,405.0,68.5,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:32 +0000 2012,none,0,360.0,68.5,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:35 +0000 2012,none,0,542.0,68.7,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:36 +0000 2012,none,0,406.0,68.7,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:38 +0000 2012,none,0,542.0,68.4,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:39 +0000 2012,none,0,464.0,68.4,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:40 +0000 2012,none,0,465.0,68.7,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:41 +0000 2012,none,0,464.0,68.5,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:43 +0000 2012,none,0,542.0,68.3,http://espn.com
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:44 +0000 2012,none,0,<error>,1.06,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:44 +0000 2012,none,0,<error>,1.12,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:45 +0000 2012,none,0,<error>,1.10,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:45 +0000 2012,none,0,<error>,0.965,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:45 +0000 2012,none,0,<error>,0.857,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:46 +0000 2012,none,0,<error>,0.975,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:46 +0000 2012,none,0,<error>,0.805,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:47 +0000 2012,none,0,<error>,1.15,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:51 +0000 2012,none,0,<error>,0.861,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),a.espncdn.com,198.7.236.241,<unavailable>,(41.7775~-71.4333),Fri Nov 16 07:50:52 +0000 2012,none,0,<error>,0.991,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:52 +0000 2012,none,0,<error>,13.3,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:52 +0000 2012,none,0,<error>,13.3,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:53 +0000 2012,none,0,<error>,13.2,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:53 +0000 2012,none,0,<error>,13.4,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:54 +0000 2012,none,0,<error>,13.3,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:54 +0000 2012,none,0,<error>,13.3,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:55 +0000 2012,none,0,<error>,13.3,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:55 +0000 2012,none,0,<error>,13.6,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:59 +0000 2012,none,0,<error>,13.2,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:50:59 +0000 2012,none,0,<error>,13.2,http://ad.Doubleclick.net/adj/
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:00 +0000 2012,none,0,<error>,13.5,http://ad.Doubleclick.net/jump/espn.us.com.espn/espnfrontpage;sz=1280x946
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:01 +0000 2012,none,0,<error>,13.4,http://ad.Doubleclick.net/jump/espn.us.com.espn/espnfrontpage;sz=1280x946
jupiter.cs.brown.edu,192.91.235.232,<error>,(41.8267~-71.3977),ad.Doubleclick.net,173.194.43.27,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:01 +0000 2012,none,0,<error>,13.3,http://ad.Doubleclick.net/jump/espn.us.com.espn/espnfrontpage;sz=1280x946
